,summary,Urbane_Hitzeinsel,Klimawandel,Tipping_Points,Oekologie,Energiewende,Landwirtschaft,Waermewende,Klimaextreme,Gesundheit,Wasserversorgung,Industrie,Geo_Engineering,Verkehrswende,word
der bund,3.39387884128507,0.06655218127367121,-0.5890405606443898,-0.0626045260768954,0.014576732399085027,1.0669377587014932,0.011321919176713631,0.0,0.014606900165572426,0.011029219962635816,0.014606900165572426,0.0036131161083174587,0.06582995363318184,0.0,der bund
Umwelt,7.2991970088057965,0.03600936805993126,-0.14322300970835483,-0.005918039161538114,0.018638610490635015,0.4198520329982649,0.005445761199377087,0.0,0.018706437963228652,0.00741670731516691,0.018706437963228652,-0.006097372542845258,0.03379328019887823,0.0,Umwelt
bund umwelt,3.3714810597100424,0.07317351812292226,-0.5824192237951386,-0.055983189227644274,0.0211980692483363,1.048660214393761,0.01794325602596474,0.0,0.02122823701482342,0.017650556811886896,0.02122823701482342,0.010234452957568757,0.07245129048243273,0.0,bund umwelt
Naturschutz,3.386112600817408,0.06884311155895276,-0.5867496303591082,-0.06031359579161384,0.016867662684366676,1.0606652470647882,0.013612849461995044,0.0,0.016897830450854048,0.01332015024791745,0.016897830450854048,0.005904046393599332,0.06812088391846323,0.0,Naturschutz
umwelt natur+schutz,3.386112600817408,0.06884311155895276,-0.5867496303591082,-0.06031359579161384,0.016867662684366676,1.0606652470647882,0.013612849461995044,0.0,0.016897830450854048,0.01332015024791745,0.016897830450854048,0.005904046393599332,0.06812088391846323,0.0,umwelt natur+schutz
natur+schutz bund,3.4222876800680666,0.058216409783046284,-0.5973763321350148,-0.07094029756752047,0.0062409609084601286,1.0893166762919706,0.0029861476860884705,0.0,0.006271128674947431,0.0026934484720107714,0.006271128674947431,-0.004722655382307522,0.0574941821425566,0.0,natur+schutz bund
Projekte,3.6478856987429955,-0.005622089603745459,-0.6612148315218065,-0.1347787969543122,-0.0575975384783318,1.240751895389755,-0.060852351700703286,0.0,-0.05756737071184453,-0.06114505091478088,-0.05756737071184453,-0.06856115476909926,-0.006344317244235136,0.0,Projekte
klein+er projekt+e,3.6478856987429955,-0.005622089603745459,-0.6612148315218065,-0.1347787969543122,-0.0575975384783318,1.240751895389755,-0.060852351700703286,0.0,-0.05756737071184453,-0.06114505091478088,-0.05756737071184453,-0.06856115476909926,-0.006344317244235136,0.0,klein+er projekt+e
erneuerbaren,3.781125190872123,-0.04149598534354932,-0.6970887272616104,-0.17065269269411604,-0.09347143421813567,1.3131834733162384,-0.09672624744050709,0.0,-0.09344126645164823,-0.0970189466545847,-0.09344126645164823,-0.1044350505089031,-0.04221821298403885,0.0,erneuerbaren
projekt+e erneuer+bar+en,3.781125190872123,-0.04149598534354932,-0.6970887272616104,-0.17065269269411604,-0.09347143421813567,1.3131834733162384,-0.09672624744050709,0.0,-0.09344126645164823,-0.0970189466545847,-0.09344126645164823,-0.1044350505089031,-0.04221821298403885,0.0,projekt+e erneuer+bar+en
Energien,6.443128610865279,-0.5744885817537296,-1.2300813236717907,-0.7036452891042964,-0.6264640306283157,1.8375666482956965,-0.6297188438506872,0.0,-0.6264338628618286,-0.630011543064765,-0.6264338628618286,0.1254936823511572,-0.5752108093942191,0.0,Energien
erneuer+bar+en energie+n,4.020198673731917,-0.10280567320003553,-0.7583984151180965,-0.23196238055060223,-0.15478112207462175,1.4209244751049532,-0.15803593529699342,0.0,-0.15475095430813451,-0.15832863451107088,-0.15475095430813451,-0.1657447383653892,-0.10352790084052511,0.0,erneuer+bar+en energie+n
Eine,29.837803584444714,-0.20988304430587235,0.04620145374317383,-0.1400959912053049,-0.1802128732372182,0.5370415370496601,-0.19654655496951795,0.0,-0.18013329216914642,-0.1938532856167988,-0.18013329216914642,-0.20932265338471923,-0.2125854434234593,0.0,Eine
ein energie+wende,5.2399233683373225,-0.3677812243268591,-1.0233739662449202,-0.4969379316774259,-0.41975667320144533,1.7401266507637287,-0.42301148642381686,0.0,-0.4197265054349581,-0.42330418563789457,-0.4197265054349581,-0.4307202894922129,-0.3685034519673488,0.0,ein energie+wende
wenige,3.744428493660658,-0.031743350623738634,-0.6873360925417997,-0.16090005797430534,-0.08371879949832488,1.2942579721048988,-0.0869736127206963,0.0,-0.08368863173183762,-0.08726631193477409,-0.08368863173183762,-0.09468241578909234,-0.03246557826422822,0.0,wenige
energie+wende wenig+e,3.744428493660658,-0.031743350623738634,-0.6873360925417997,-0.16090005797430534,-0.08371879949832488,1.2942579721048988,-0.0869736127206963,0.0,-0.08368863173183762,-0.08726631193477409,-0.08368863173183762,-0.09468241578909234,-0.03246557826422822,0.0,energie+wende wenig+e
große,4.433306575211891,-0.2006200613388449,-0.856212803256906,-0.32977676868941147,-0.2525955102134311,1.561146490179237,-0.25585032343580255,0.0,-0.2525653424469438,-0.2561430226498802,-0.2525653424469438,-0.26355912650419855,-0.20134228897933457,0.0,große
wenig+e groß+e,3.673478860141838,-0.012613481834378097,-0.6682062237524391,-0.14177018918494474,-0.06458893070896436,1.2554947091568687,-0.06784374393133588,0.0,-0.06455876294247698,-0.06813644314541341,-0.06455876294247698,-0.07555254699973182,-0.013335709474867579,0.0,wenig+e groß+e
Akteure,3.6245487516491757,0.0007958512816508766,-0.6547968906364102,-0.128360856068916,-0.051179597592935465,1.2269312912070516,-0.05443441081530691,0.0,-0.051149429826448066,-0.05472711002938467,-0.051149429826448066,-0.06214321388370308,7.362364116124841e-05,0.0,Akteure
groß+e akteur+e,3.6245487516491757,0.0007958512816508766,-0.6547968906364102,-0.128360856068916,-0.051179597592935465,1.2269312912070516,-0.05443441081530691,0.0,-0.051149429826448066,-0.05472711002938467,-0.051149429826448066,-0.06214321388370308,7.362364116124841e-05,0.0,groß+e akteur+e
setzt,14.998334069878426,-0.05179627999268272,0.027930720579864073,-0.030652923950294494,-0.04298564192624633,0.08708688036446742,0.015544468121500407,0.0,-0.04290868451158557,-0.056085128753988404,-0.04290868451158557,-0.07111562736760932,-0.054387954843540774,0.0,setzt
akteur+e setz+t,3.571099322761752,0.015652167599595118,-0.6399405743184658,-0.11350453975097152,-0.03632328127499115,1.1938305421777509,-0.03957809449736277,0.0,-0.036293113508503734,-0.0398707937114404,-0.036293113508503734,-0.04728689756575862,0.014929939959105406,0.0,akteur+e setz+t
verkennt,3.5323580394236824,0.026560001766687057,-0.629032740151374,-0.10259670558387961,-0.0254154471078992,1.1684816868390944,-0.028670260330270755,0.0,-0.02538527934141185,-0.028962959544348396,-0.02538527934141185,-0.03637906339866661,0.025837774126197616,0.0,verkennt
setz+t verkenn+t,3.5323580394236824,0.026560001766687057,-0.629032740151374,-0.10259670558387961,-0.0254154471078992,1.1684816868390944,-0.028670260330270755,0.0,-0.02538527934141185,-0.028962959544348396,-0.02538527934141185,-0.03637906339866661,0.025837774126197616,0.0,setz+t verkenn+t
+2207,3.459051621956019,0.04753119573862822,-0.6080615461794329,-0.08162551161193837,-0.004444253135957851,1.1170284967956245,-0.007699066358329433,0.0,-0.004414085369470651,-0.007991765572407055,-0.004414085369470651,-0.015407869426725512,0.04680896809813869,0.0,+2207
verkenn+t +2207,3.459051621956019,0.04753119573862822,-0.6080615461794329,-0.08162551161193837,-0.004444253135957851,1.1170284967956245,-0.007699066358329433,0.0,-0.004414085369470651,-0.007991765572407055,-0.004414085369470651,-0.015407869426725512,0.04680896809813869,0.0,verkenn+t +2207
chars,147.48847790058926,-0.33005981716613825,0.2510122048492944,-0.14821223335323291,-0.24914068392198233,-0.08132859703881885,-0.2574815722054133,0.0,-0.250031790855407,-0.24547845409565588,-0.250031790855407,-0.24936880328331504,-0.3104475420109886,0.0,chars
+2207 char+s,3.4381838293741405,0.053582274146172955,-0.602010467771888,-0.07557443320439375,0.0016068252715867799,1.1014660373860699,-0.0016479879507848745,0.0,0.0016369930380741597,-0.0019406871648624314,0.0016369930380741597,-0.00935679101918067,0.05286004650568346,0.0,+2207 char+s
Waldbrände,72.8817386909551,-0.21894185765502364,0.2516294103781768,-0.07727696185575295,-0.15738090348343933,-0.6605984372893449,-0.17407094761963982,0.0,-0.15729999384168397,-0.11068463614526482,-0.15729999384168397,-0.18698767017741352,-0.22170177999813376,0.0,Waldbrände
Gesundheit,17.775696579835376,-0.12819693434908727,-0.01584839892899218,-0.0982106301267109,-0.11563749287432849,-0.5831178535806476,-0.13144536380509586,0.0,-0.11555987409748411,1.0059670695506666,-0.11555987409748411,-0.144014263886625,-0.13081631606699298,0.0,Gesundheit
wald+brand+e gesundheit,7.299672509897979,0.0005147931248459118,-0.19584844888924444,-0.04516155493063916,-0.018381494562058245,-0.38534360426741976,-0.03133712071671705,0.0,-0.018314557864092102,1.097558238875937,-0.018314557864092102,-0.04278757088801924,-0.0016651095133804082,0.0,wald+brand+e gesundheit
gesundheit der,6.951276387281561,0.06278991673300534,-0.12706517675104845,0.01853193000087943,0.044470387941230045,-0.3254280556856373,0.03142343860549761,0.0,0.04453766760758987,0.6962840715834498,0.04453766760758987,0.019937315361467943,0.060596089318032426,0.0,gesundheit der
lautlose,6.934556130237861,0.06987962176841905,-0.11770926444796222,0.026117215246963484,0.05176173065264442,-0.3191517950917348,0.03868332707424013,0.0,0.05182912843261188,0.6307972866531932,0.05182912843261188,0.02718491498092221,0.06768099673819217,0.0,lautlose
der lautlos+e,6.934556130237861,0.06987962176841905,-0.11770926444796222,0.026117215246963484,0.05176173065264442,-0.3191517950917348,0.03868332707424013,0.0,0.05182912843261188,0.6307972866531932,0.05182912843261188,0.02718491498092221,0.06768099673819217,0.0,der lautlos+e
Killer,6.940686357347854,0.07998054241537314,-0.10231588051915644,0.037378917922059766,0.0623351764296673,-0.310933938974844,0.04918400933850634,0.0,0.06240284741539282,0.5199770324375673,0.06240284741539282,0.03765716525476271,0.07777081592708135,0.0,Killer
lautlos+e killer,6.940686357347854,0.07998054241537314,-0.10231588051915644,0.037378917922059766,0.0623351764296673,-0.310933938974844,0.04918400933850634,0.0,0.06240284741539282,0.5199770324375673,0.06240284741539282,0.03765716525476271,0.07777081592708135,0.0,lautlos+e killer
Luft,7.012259852022154,0.08819400535547038,-0.08527957033964018,0.04753812784599195,0.07134144437093372,-0.30580724309466933,0.05807113377110748,0.0,0.07140956262122526,0.3976688070972602,0.07140956262122526,0.04649772275356199,0.08596609178971525,0.0,Luft
killer luft,7.012259852022154,0.08819400535547038,-0.08527957033964018,0.04753812784599195,0.07134144437093372,-0.30580724309466933,0.05807113377110748,0.0,0.07140956262122526,0.3976688070972602,0.07140956262122526,0.04649772275356199,0.08596609178971525,0.0,killer luft
Feinstaub,13.581285614347621,-0.0019132812915939239,0.06010397733197075,0.01451685548856138,0.004907118220402381,-0.45164871492113684,-0.010617386430651632,0.0,0.0049836785579398905,0.14141331579720573,0.0049836785579398905,-0.023074761550184147,-0.004488370094179925,0.0,Feinstaub
luft feinstaub,7.049434529680671,0.08996376034817363,-0.08016444511798364,0.05004914843714515,0.07341347597512653,-0.3051905638626479,0.06009869335145004,0.0,0.0734817611463896,0.3619595656431384,0.0734817611463896,0.048507896672873606,0.08772905510901219,0.0,luft feinstaub
riecht,7.1383535364444715,0.09236867549637169,-0.07072257328441854,0.05401960308714778,0.07645723623353726,-0.3051796260293405,0.06305016684589881,0.0,0.07652586774645874,0.29801058618387166,0.07652586774645874,0.05142328530846585,0.09011987092242575,0.0,riecht
feinstaub riech+t,7.1383535364444715,0.09236867549637169,-0.07072257328441854,0.05401960308714778,0.07645723623353726,-0.3051796260293405,0.06305016684589881,0.0,0.07652586774645874,0.29801058618387166,0.07652586774645874,0.05142328530846585,0.09011987092242575,0.0,feinstaub riech+t
schmeckt,7.344535842833729,0.09404366395347676,-0.0550280953649452,0.05883910881704967,0.07941721298086933,-0.308144881914966,0.06583135324930062,0.0,0.07948651529334616,0.19819015371930174,0.07948651529334616,0.054134537264925016,0.09176752242406339,0.0,schmeckt
riech+t schmeck+t,7.344535842833729,0.09404366395347676,-0.0550280953649452,0.05883910881704967,0.07941721298086933,-0.308144881914966,0.06583135324930062,0.0,0.07948651529334616,0.19819015371930174,0.07948651529334616,0.054134537264925016,0.09176752242406339,0.0,riech+t schmeck+t
unsichtbar,7.85127181847798,0.09043549033623606,-0.030036672056457832,0.06175216575031389,0.07848162355493965,-0.32067138295231246,0.0645517488748908,0.0,0.0785522158982173,0.06669187552101306,0.0785522158982173,0.05272027327477613,0.08810666228066293,0.0,unsichtbar
schmeck+t un+sicht+bar,7.85127181847798,0.09043549033623606,-0.030036672056457832,0.06175216575031389,0.07848162355493965,-0.32067138295231246,0.0645517488748908,0.0,0.0785522158982173,0.06669187552101306,0.0785522158982173,0.05272027327477613,0.08810666228066293,0.0,schmeck+t un+sicht+bar
Wald-,8.153663972503425,0.08442299167593384,-0.0220088812332994,0.05899393856011273,0.07380671471152007,-0.3307862262068334,0.05971797908551073,0.0,0.07387790247199867,0.06189459648365853,0.07387790247199867,0.04782427633298036,0.08206979195168036,0.0,Wald-
Flurbrände,8.455701895821566,0.07866188111644337,-0.014461294398797873,0.05634997489900327,0.06932926572673276,-0.34026482070673625,0.055095934112758926,0.0,0.06940099527333,0.05730577334697814,0.06940099527333,0.043145567942903876,0.0762864732438872,0.0,Flurbrände
wald+- flur+brand+e,8.455701895821566,0.07866188111644337,-0.014461294398797873,0.05634997489900327,0.06932926572673276,-0.34026482070673625,0.055095934112758926,0.0,0.06940099527333,0.05730577334697814,0.06940099527333,0.043145567942903876,0.0762864732438872,0.0,wald+- flur+brand+e
setzen,8.86112705460468,0.0712806526888423,-0.00499021620714272,0.052961539562018656,0.06359577440006287,-0.352111609220558,0.04918756925622584,0.0,0.0636681589680666,0.05143759673318893,0.0636681589680666,0.03716864401734189,0.06887835249618886,0.0,setzen
flur+brand+e setz+en,8.86112705460468,0.0712806526888423,-0.00499021620714272,0.052961539562018656,0.06359577440006287,-0.352111609220558,0.04918756925622584,0.0,0.0636681589680666,0.05143759673318893,0.0636681589680666,0.03716864401734189,0.06887835249618886,0.0,flur+brand+e setz+en
massenhaft,9.378091132915426,0.06239793999453745,0.006123641139842112,0.048883376977915956,0.056700972734342506,-0.3659392741880724,0.04209693472906813,0.0,0.05677409055468824,0.04439198017902286,0.05677409055468824,0.030001193247059375,0.05996547676732989,0.0,massenhaft
setz+en massenhaft,9.378091132915426,0.06239793999453745,0.006123641139842112,0.048883376977915956,0.056700972734342506,-0.3659392741880724,0.04209693472906813,0.0,0.05677409055468824,0.04439198017902286,0.05677409055468824,0.030001193247059375,0.05996547676732989,0.0,setz+en massenhaft
frei,10.071511267476835,0.051305427884345146,0.019589550753000857,0.04379173602777664,0.04809930391266108,-0.38257621273165227,0.03327157583322414,0.0,0.0481732589313695,0.03561805997439019,0.0481732589313695,0.0210880388256702,0.04883844333434994,0.0,frei
massenhaft frei,10.071511267476835,0.051305427884345146,0.019589550753000857,0.04379173602777664,0.04809930391266108,-0.38257621273165227,0.03327157583322414,0.0,0.0481732589313695,0.03561805997439019,0.0481732589313695,0.0210880388256702,0.04883844333434994,0.0,massenhaft frei
fortschreitendem,12.747428796263879,0.015304642862397497,0.06044820579541508,0.027300736764853423,0.020257667990109078,-0.43218579270267815,0.004841480844187907,0.0,0.020333823567315494,0.007323371443947281,0.020333823567315494,-0.007573288282153012,0.012746427099867542,0.0,fortschreitendem
frei fort+schreit+end+em,12.747428796263879,0.015304642862397497,0.06044820579541508,0.027300736764853423,0.020257667990109078,-0.43218579270267815,0.004841480844187907,0.0,0.020333823567315494,0.007323371443947281,0.020333823567315494,-0.007573288282153012,0.012746427099867542,0.0,frei fort+schreit+end+em
Klimawandel,1060.3121065093856,-0.4204194979102335,0.36965823619524,-0.15467136487978664,-0.3007876935791636,-0.8082198940092723,-0.317576997121753,0.0,-0.3007064140992667,-0.3147786322782319,-0.3007064140992667,-0.33053292023010616,-0.423196087985547,0.0,Klimawandel
fort+schreit+end+em klima+wandel,23.231331287943163,-0.07188194110006478,0.14506190093967342,-0.012100146483901068,-0.046549801395320806,-0.5309748818700746,-0.06278460253792004,0.0,-0.04647058916696987,-0.060114129768603086,-0.04647058916696987,-0.0755217107431961,-0.07456861608944707,0.0,fort+schreit+end+em klima+wandel
häufiger,16.196373094056842,-0.020281379650264438,0.09714892866580314,0.011101443058709522,-0.007128154286184594,-0.4756042949074016,-0.022961538155861556,0.0,-0.007050440244238454,-0.020383571068625525,-0.007050440244238454,-0.0355404840446838,-0.022904761582336286,0.0,häufiger
klima+wandel häufig+er,13.996811226240018,0.0012881948064645747,0.07530377677596976,0.020904844801581224,0.009453557715450783,-0.4498862436020857,-0.006143762819996019,0.0,0.009530390098675751,-0.003620166973250843,0.009530390098675751,-0.018629787247304547,-0.0012982537109721354,0.0,klima+wandel häufig+er
Wie,33.20683265152827,-0.13488455436673477,0.18255510942375253,-0.0492594715418361,-0.09829697798374484,-0.4293162344927055,-0.11475436871038629,0.0,-0.09821693558069486,-0.11203257305586954,-0.09821693558069486,-0.12757926497620986,-0.13760673496551623,0.0,Wie
wirkt,10.75854506177579,0.04112455803193305,0.031567874060727856,0.03912142507639562,0.04021353449834082,-0.3972594505126693,0.02519930936578998,0.0,0.040288187219511155,0.027588693359069653,0.040288187219511155,0.012942531757257085,0.03862873077898446,0.0,wirkt
wie wirk+t,10.75854506177579,0.04112455803193305,0.031567874060727856,0.03912142507639562,0.04021353449834082,-0.3972594505126693,0.02519930936578998,0.0,0.040288187219511155,0.027588693359069653,0.040288187219511155,0.012942531757257085,0.03862873077898446,0.0,wie wirk+t
wirk+t feinstaub,10.225171472203455,0.04896256530832504,0.022377525923570767,0.04271667454547439,0.04628381016740181,-0.3860037477629782,0.03141162761254104,0.0,0.04635793151874896,0.033768336450875264,0.04635793151874896,0.019210636118892958,0.04648871095902011,0.0,wirk+t feinstaub
Herz-Kreislauf-System,9.12610021910912,0.0666575684109973,0.0008318717400969453,0.05083901680936263,0.06000660616896261,-0.35936576400185233,0.045494548012372044,0.0,0.060079379627773884,0.04776844745915229,0.060079379627773884,0.03343489129396689,0.06423927885141126,0.0,Herz-Kreislauf-System
feinstaub herz+-+kreis+lauf+-+system,9.12610021910912,0.0666575684109973,0.0008318717400969453,0.05083901680936263,0.06000660616896261,-0.35936576400185233,0.045494548012372044,0.0,0.060079379627773884,0.04776844745915229,0.060079379627773884,0.03343489129396689,0.06423927885141126,0.0,feinstaub herz+-+kreis+lauf+-+system
Man,9.230656858095799,-0.030899816993778292,-0.13351075238991789,-0.05543717658531089,-0.04114913186200397,0.5895396607615052,-0.05527997365254578,0.0,-0.04107778631780999,-0.05309368286535174,-0.04107778631780999,-0.0671901743568294,-0.033259481182875056,0.0,Man
unterscheidet,8.126218376168657,0.08495830110979294,-0.02271729048970368,0.05923956274502214,0.07422285078385035,-0.32989497089501485,0.060147924260122956,0.0,0.07429398679480212,0.062321369318701,0.07429398679480212,0.048259631740030375,0.08260722102486728,0.0,unterscheidet
man unter+scheid+et,8.126218376168657,0.08495830110979294,-0.02271729048970368,0.05923956274502214,0.07422285078385035,-0.32989497089501485,0.060147924260122956,0.0,0.07429398679480212,0.062321369318701,0.07429398679480212,0.048259631740030375,0.08260722102486728,0.0,man unter+scheid+et
Partikeln,7.597483136414032,0.0956856863593792,-0.037177043482048366,0.06415944843784702,0.08256543236686845,-0.31164895037104734,0.06878121108190785,0.0,0.0826354786287407,0.07088788861541787,0.0826354786287407,0.05700676500774412,0.09337917995451717,0.0,Partikeln
unter+scheid+et partikel+n,7.597483136414032,0.0956856863593792,-0.037177043482048366,0.06415944843784702,0.08256543236686845,-0.31164895037104734,0.06878121108190785,0.0,0.0826354786287407,0.07088788861541787,0.0826354786287407,0.05700676500774412,0.09337917995451717,0.0,unter+scheid+et partikel+n
Durchmessern,7.347113783972874,0.10106194236263827,-0.044619147142262776,0.06662303305252673,0.08674873476237403,-0.30222267097948113,0.07312064294255402,0.0,0.08681819548972673,0.07519147383482178,0.08681819548972673,0.061407302713223096,0.09877933921804544,0.0,Durchmessern
partikel+n durchmesser+n,7.347113783972874,0.10106194236263827,-0.044619147142262776,0.06662303305252673,0.08674873476237403,-0.30222267097948113,0.07312064294255402,0.0,0.08681819548972673,0.07519147383482178,0.08681819548972673,0.061407302713223096,0.09877933921804544,0.0,partikel+n durchmesser+n
Mikrometer,14.03077737498447,0.0009269020957079518,0.07567957726736627,0.020740224331125948,0.009175358076540033,-0.4503317263993385,-0.006426324660789084,0.0,0.009252206755942224,-0.003901724282315051,0.009252206755942224,-0.018914065586310747,-0.0016602274062132842,0.0,Mikrometer
durchmesser+n mikro+meter,7.065340486679891,0.1073649230617097,-0.05351783831837971,0.06950894466072019,0.09165482357333925,-0.2909258329205302,0.07821914216506277,0.0,0.09172356245105431,0.08024580821709225,0.09172356245105431,0.06658107124661033,0.10511174568413958,0.0,durchmesser+n mikro+meter
"2,5",6.8781196786829915,0.11171176870918874,-0.05976773017709295,0.07149750605654288,0.09503927520231359,-0.28297795016602073,0.08174240961771377,0.0,0.0951074931256558,0.08373722066325068,0.0951074931256558,0.07015861758726785,0.10947979992712845,0.0,"2,5"
"mikro+meter 2,5",6.8781196786829915,0.11171176870918874,-0.05976773017709295,0.07149750605654288,0.09503927520231359,-0.28297795016602073,0.08174240961771377,0.0,0.0951074931256558,0.08373722066325068,0.0951074931256558,0.07015861758726785,0.10947979992712845,0.0,"mikro+meter 2,5"
"2,5 mikro+meter",7.065340486679891,0.1073649230617097,-0.05351783831837971,0.06950894466072019,0.09165482357333925,-0.2909258329205302,0.07821914216506277,0.0,0.09172356245105431,0.08024580821709225,0.09172356245105431,0.06658107124661033,0.10511174568413958,0.0,"2,5 mikro+meter"
weniger,8.807252454168758,-0.16558867109242498,-0.3514439372503802,-0.2089713739320812,-0.1835520307299002,1.1769615879508726,-0.19665437603657512,0.0,-0.1834845430514118,-0.19470419160587743,-0.1834845430514118,-0.20816214262227337,-0.16779094841271586,0.0,weniger
mikro+meter wenig+er,6.635536762394355,0.11754729035225257,-0.06830797580570264,0.07416458751259651,0.09958393071477724,-0.2721035243983059,0.08648158540810248,0.0,0.0996514183932659,0.08843176983880015,0.0996514183932659,0.07497381882240417,0.11534501303196167,0.0,mikro+meter wenig+er
"0,1",6.52575907045394,0.1202680307097249,-0.07235009077471152,0.07540700063884176,0.1017032216622403,-0.26695242961246934,0.08869486364244118,0.0,0.10177035640464628,0.09062349031798397,0.10177035640464628,0.07722381619251516,0.11808008842516489,0.0,"0,1"
"wenig+er 0,1",6.52575907045394,0.1202680307097249,-0.07235009077471152,0.07540700063884176,0.1017032216622403,-0.26695242961246934,0.08869486364244118,0.0,0.10177035640464628,0.09062349031798397,0.10177035640464628,0.07722381619251516,0.11808008842516489,0.0,"wenig+er 0,1"
"0,1 mikro+meter",7.065340486679891,0.1073649230617097,-0.05351783831837971,0.06950894466072019,0.09165482357333925,-0.2909258329205302,0.07821914216506277,0.0,0.09172356245105431,0.08024580821709225,0.09172356245105431,0.06658107124661033,0.10511174568413958,0.0,"0,1 mikro+meter"
bezeichnet,6.39368230361907,0.12361110844753272,-0.07737064114948757,0.07693258079721224,0.10430759408766047,-0.26055188170888866,0.0914176690558458,0.0,0.10437428400403886,0.09331913524065577,0.10437428400403886,0.07999287788170265,0.12144121975786257,0.0,bezeichnet
mikro+meter bezeichn+et,6.39368230361907,0.12361110844753272,-0.07737064114948757,0.07693258079721224,0.10430759408766047,-0.26055188170888866,0.0914176690558458,0.0,0.10437428400403886,0.09331913524065577,0.10437428400403886,0.07999287788170265,0.12144121975786257,0.0,mikro+meter bezeichn+et
+9279,6.254444625024158,0.12722151557686104,-0.08286070711476298,0.07857881065861463,0.10712058906872099,-0.25355074523098775,0.09436229712490161,0.0,0.10718678445931332,0.09623358128566646,0.10718678445931332,0.08298890035188153,0.12507168009606498,0.0,+9279
bezeichn+et +9279,6.254444625024158,0.12722151557686104,-0.08286070711476298,0.07857881065861463,0.10712058906872099,-0.25355074523098775,0.09436229712490161,0.0,0.10718678445931332,0.09623358128566646,0.10718678445931332,0.08298890035188153,0.12507168009606498,0.0,bezeichn+et +9279
+9279 chars,6.21387461192834,0.1282907231131505,-0.08450035907306608,0.07906605408036854,0.10795371364370615,-0.25145960356175806,0.09523516090623839,0.0,0.1080197597150403,0.09709733447423337,0.1080197597150403,0.08387727618396051,0.12614693903784877,0.0,+9279 chars
Deutschland,90.8077502413356,-0.250509300755783,0.25995965599464055,-0.09534526330585937,-0.1828164154551549,-0.48446468853618496,-0.1995337537689546,0.0,-0.1827354041053186,-0.19675199502233723,-0.1827354041053186,-0.21246125405881008,-0.2532737356115908,0.0,Deutschland
Mehr,44.36554806232093,-0.16100273008913096,0.2173065723858912,-0.053339820401374395,-0.1146869450896936,-0.6132383922263409,-0.13126580849919572,0.0,-0.11460644982286894,-0.1285159959819831,-0.11460644982286894,-0.14413863982329925,-0.16374449726684215,0.0,Mehr
deutschland mehr,12.185055890114722,0.02212330735026671,0.05301922030983779,0.030418155186357203,0.025521265819705492,-0.42326688470682755,0.010202116036807403,0.0,0.02559705870944736,0.012661669210040416,0.02559705870944736,-0.0021744955599447063,0.01958018380129196,0.0,deutschland mehr
Hitze,108.72000667766636,-0.26150731544506434,0.2787742850618691,-0.09482096381297593,-0.1885446896207358,-0.6444321752452302,-0.19082244976815094,0.0,-0.18846361100524955,-0.20249415623263645,-0.18846361100524955,-0.21821470966049097,-0.26427475403042233,0.0,Hitze
mehr hitze,31.5199347043031,-0.11346324161012278,0.17990651754003487,-0.0304771021297847,-0.07803254240204383,-0.570795470337826,-0.0944717497138931,0.0,-0.07795256780012479,-0.09175414740570066,-0.07795256780012479,-0.10728947217874125,-0.11618250564014956,0.0,mehr hitze
mehr,99.69575214870159,-0.27552410449532677,0.24613440799940928,-0.11563182431118053,-0.20567274133776123,-0.2857386048078425,-0.22239800911882485,0.0,-0.2055917004412629,-0.18808002403668855,-0.2055917004412629,-0.17857864223417225,-0.27828985655687377,0.0,mehr
hitze mehr,29.923053907927045,-0.10652124060233799,0.17429619767194043,-0.027431203700075568,-0.07279540027365693,-0.5643854830864006,-0.08920608408262416,0.0,-0.0727155320341607,-0.08649505941063826,-0.0727155320341607,-0.10201255418841504,-0.10923593621806889,0.0,hitze mehr
Klimawandelskepsis,56.27901522297465,-0.1865034193437949,0.2345586317614399,-0.061935740043082776,-0.13264396866813616,-0.6338882096515144,-0.14928715087691022,0.0,-0.13256323366826392,-0.1465225010670574,-0.13256323366826392,-0.16218537146219525,-0.18925565320303175,0.0,Klimawandelskepsis
mehr klima+wandel+skepsis,23.231331287943163,-0.07188194110006478,0.14506190093967342,-0.012100146483901068,-0.046549801395320806,-0.5309748818700746,-0.06278460253792004,0.0,-0.04647058916696987,-0.060114129768603086,-0.04647058916696987,-0.0755217107431961,-0.07456861608944707,0.0,mehr klima+wandel+skepsis
Prozent,15.362129343884003,-0.03446022683753171,0.05982329677209907,-0.009396870814293367,-0.023990146977176195,-0.1172861944092497,-0.039702862244560634,0.0,-0.023912883557158496,-0.037152690774824415,-0.023912883557158496,-0.05223430124224811,-0.03706470799150901,0.0,Prozent
aktiven,10.389898053645332,0.04649415971796127,0.02529433410967538,0.04158418949291422,0.04437153555372728,-0.38958323862915256,0.02945352501014406,0.0,0.0444458283609382,0.03182077521166757,0.0444458283609382,0.01723453741412427,0.044013219899032785,0.0,aktiven
prozent aktiv+en,10.389898053645332,0.04649415971796127,0.02529433410967538,0.04158418949291422,0.04437153555372728,-0.38958323862915256,0.02945352501014406,0.0,0.0444458283609382,0.03182077521166757,0.0444458283609382,0.01723453741412427,0.044013219899032785,0.0,prozent aktiv+en
