,summary,Urbane_Hitzeinsel,Klimawandel,Tipping_Points,Oekologie,Energiewende,Landwirtschaft,Waermewende,Klimaextreme,Gesundheit,Wasserversorgung,Industrie,Geo_Engineering,Verkehrswende,word
+7189 chars,5.838588716466122,0.13857559195449998,-0.10060459064263805,0.08374579292043147,0.11596901999390989,-0.2309260729378944,0.10365096758314582,0.0,0.1160335605478062,0.10542135284587044,0.1160335605478062,0.09244932390869261,0.13649273286996721,0.0,+7189 chars
Suedlink,5.1173482327976005,-0.34411073206505877,-0.9997034739831198,-0.4732674394156252,-0.3960861809396449,1.7183161944420382,-0.3993409941620165,0.0,-0.39605601317315764,-0.3996336933760942,-0.39605601317315764,-0.4070497972304124,-0.3448329597055482,0.0,Suedlink
energie+wende suedlink,4.077181287504681,-0.11688023921994085,-0.7724729811380018,-0.24603694657050756,-0.16885568809452692,1.4432504449421428,-0.17211050131689865,0.0,-0.1688255203280398,-0.17240320053097624,-0.1688255203280398,-0.17981930438529456,-0.11760246686043041,0.0,energie+wende suedlink
quert,4.558461436345928,-0.22845951274650195,-0.8840522546645629,-0.3576162200970687,-0.28043496162108816,1.5955065582550574,-0.2836897748434597,0.0,-0.2804047938546009,-0.28398247405753735,-0.2804047938546009,-0.2913985779118557,-0.22918174038699143,0.0,quert
suedlink quer+t,4.558461436345928,-0.22845951274650195,-0.8840522546645629,-0.3576162200970687,-0.28043496162108816,1.5955065582550574,-0.2836897748434597,0.0,-0.2804047938546009,-0.28398247405753735,-0.2804047938546009,-0.2913985779118557,-0.22918174038699143,0.0,suedlink quer+t
Elbe,4.6985007177013935,-0.2587178120560974,-0.9143105539741584,-0.387874519406664,-0.31069326093068356,1.6305457375911299,-0.3139480741530551,0.0,-0.3106630931641964,-0.31424077336713274,-0.3106630931641964,-0.32165687722145103,-0.2594400396965869,0.0,Elbe
quer+t elbe,4.369417188806294,-0.18610398427147817,-0.8416967261895392,-0.3152606916220449,-0.23807943314606458,1.5423538971344775,-0.24133424636843595,0.0,-0.23804926537957727,-0.24162694558251363,-0.23804926537957727,-0.249043049436832,-0.1868262119119677,0.0,quer+t elbe
700,4.284508923548715,-0.166480292340299,-0.8220730342583599,-0.29563699969086565,-0.21845574121488534,1.51592073817513,-0.22171055443725676,0.0,-0.21842557344839783,-0.22200325365133447,-0.21842557344839783,-0.22941935750565282,-0.16720251998078853,0.0,700
elbe 700,4.284508923548715,-0.166480292340299,-0.8220730342583599,-0.29563699969086565,-0.21845574121488534,1.51592073817513,-0.22171055443725676,0.0,-0.21842557344839783,-0.22200325365133447,-0.21842557344839783,-0.22941935750565282,-0.16720251998078853,0.0,elbe 700
700 kilo+meter,4.235833828117558,-0.15505454894393733,-0.8106472908619984,-0.28421125629450406,-0.20702999781852352,1.499954394422277,-0.2102848110408951,0.0,-0.20699983005203623,-0.21057751025497284,-0.20699983005203623,-0.21799361410929116,-0.15577677658442687,0.0,700 kilo+meter
